Recoding_name,Speaker_id,Beginning,Ending,Transcript ,Category,Note,,
2009-Khiv-2.eaf,Interviewer,397694,398289,Не всех?,,,,
2009-Khiv-2.eaf,Interviewer,400733,401227,Всех.,,,,
2009-Khiv-2.eaf,Interviewer,405223,407558,Ага. Вот это очень интересно…,,,,
2009-Khiv-2.eaf,Interviewer,408668,412138,"И вот он вас в первом классе по-азербайджански учил, да?",,,,
2009-Khiv-2.eaf,Interviewer,415363,416068,А потом?,,,,
2009-Khiv-2.eaf,Interviewer,422150,422803,Ага.,,,,
2009-Khiv-2.eaf,Interviewer,427243,428391,Табасаранском.,,,,
2009-Khiv-2.eaf,Interviewer,429749,432070,Не помните в каком году это произошло?,,,,
2009-Khiv-2.eaf,Interviewer,433430,434797,Тридцать восьмой…,,,,
2009-Khiv-2.eaf,Interviewer,435335,437141,Это уже вам было восемнадцать.,,,,
2009-Khiv-2.eaf,Interviewer,437896,439714,То есть вы уже школу кончили в тот момент.,,,,
2009-Khiv-2.eaf,Interviewer,448076,449926,После четырёх классов? Нет…,,,,
2009-Khiv-2.eaf,Interviewer,450269,451157,После семи…,,,,
2009-Khiv-2.eaf,Interviewer,451365,457421,"Сейчас. А вот когда вы здесь кончили школу, да? Четыре класса, вы уже азербайджанский знали, да? Получается.",,,,
2009-Khiv-2.eaf,Interviewer,468990,470896,А там на каком языке учились?,,,,
2009-Khiv-2.eaf,Interviewer,472436,474277,На азербайджанском. Тоже.,,,,
2009-Khiv-2.eaf,Interviewer,475020,476099,О как интересно.,,,,
2009-Khiv-2.eaf,Interviewer,476826,479409,А русский вы когда начали вот так…,,,,
2009-Khiv-2.eaf,Interviewer,482460,483154,"Тоже, да?",,,,
2009-Khiv-2.eaf,Interviewer,483452,484163,В Цыните?,,,,
2009-Khiv-2.eaf,Interviewer,493572,494526,"В неделю, да?",,,,
2009-Khiv-2.eaf,Interviewer,495560,498980,"А здесь когда вы учились в начальной школе, тоже русский преподавали?",,,,
2009-Khiv-2.eaf,Interviewer,500572,501617,Был русский тоже.,,,,
2009-Khiv-2.eaf,Interviewer,503183,507203,Угу. Как интересно. А писать вас учили на каком языке?,,,,
2009-Khiv-2.eaf,Interviewer,510733,512886,"Это ла=, латинскими буквами?",,,,
2009-Khiv-2.eaf,Interviewer,516371,518646,"Латинские буквы, да? по-азербайджански.",,,,
2009-Khiv-2.eaf,Interviewer,519504,520276,У.,,,,
2009-Khiv-2.eaf,Interviewer,520914,521761,Интересно.,,,,
2009-Khiv-2.eaf,Interviewer,522550,523508,Угу.,,,,
2009-Khiv-2.eaf,Interviewer,524177,526449,"А, а арабский, вы говорите вы…",,,,
2009-Khiv-2.eaf,Interviewer,527406,529765,"Не знае=… не учили вас, да, никогда.",,,,
2009-Khiv-2.eaf,Interviewer,530877,532110,Никогда не учили.,,,,
2009-Khiv-2.eaf,Interviewer,552239,554074,"Не знаете письменность, да?",,,,
2009-Khiv-2.eaf,Interviewer,554254,554853,Знаете?!,,,,
2009-Khiv-2.eaf,Interviewer,555660,556832,"А, не знаете…",,,,
2009-Khiv-2.eaf,Interviewer,557131,560284,А когда вы стали хорошо по-русски говорить и понимать?,,,,
2009-Khiv-2.eaf,Interviewer,571821,574676,"О, как здорово. Угу. Понятно.",,,,
2009-Khiv-2.eaf,Interviewer,579783,581444,А вот лезгинский вы знаете?,,,,
2009-Khiv-2.eaf,Interviewer,583163,583724,Да?,,,,
2009-Khiv-2.eaf,Interviewer,605727,607979,"А вы там работали, что вы там делали?",,,,
2009-Khiv-2.eaf,Interviewer,611062,612016,Угу…,,,,
2009-Khiv-2.eaf,Interviewer,615459,619948,"Сейчас, а… тридцать чет=… в каком, каких годах в Агульском районе вы работали?",,,,
2009-Khiv-2.eaf,Interviewer,623148,624316,Сорок четвёртый.,,,,
2009-Khiv-2.eaf,Interviewer,647020,648508,А вы не родственники?,,,,
2009-Khiv-2.eaf,Interviewer,648978,649440,Нет?,,,,
2009-Khiv-2.eaf,Interviewer,654584,654974,Да?,,,,
2009-Khiv-2.eaf,Interviewer,669544,671058,"Понятно, понятно, да.",,,,
2009-Khiv-2.eaf,Interviewer,671737,672259,Угу.,,,,
2009-Khiv-2.eaf,Interviewer,672613,675611,А вот вы можете ещё про своих родителей рассказать.,,,,
2009-Khiv-2.eaf,Interviewer,690548,691070,Даа {да*}?,,,,
2009-Khiv-2.eaf,Interviewer,727064,728749,Такой мудрый был.,,,,
2009-Khiv-2.eaf,Interviewer,733728,734819,Да? Совсем?,,,,
2009-Khiv-2.eaf,Interviewer,737365,737983,Да.,,,,
2009-Khiv-2.eaf,Interviewer,747355,748289,Угу.,,,,
2009-Khiv-2.eaf,Interviewer,749026,750690,А он какого года рождения?,,,,
2009-Khiv-2.eaf,Interviewer,753357,754124,Не знаете?,,,,
2009-Khiv-2.eaf,Interviewer,772721,775201,"Около восьмидесяти ему было, когда умер, да?",,,,
2009-Khiv-2.eaf,Interviewer,776584,777916,Больше даже…,,,,
2009-Khiv-2.eaf,Interviewer,779410,780499,Даже больше…,,,,
2009-Khiv-2.eaf,Interviewer,788087,792961,"А отец ваш в Хиве родился и вырос? Отец в Хиве родился и вырос, да?",,,,
2009-Khiv-2.eaf,Interviewer,793633,794381,Угу…,,,,
2009-Khiv-2.eaf,Interviewer,802847,803415,Угу.,,,,
2009-Khiv-2.eaf,Interviewer,865696,867842,"Какой был добрый человек, да?",,,,
2009-Khiv-2.eaf,Interviewer,870510,872108,Это вот отец Талиба?,,,,
2009-Khiv-2.eaf,Interviewer,877715,878443,Угу…,,,,
2009-Khiv-2.eaf,Interviewer,879800,881871,Абдула… гиз?,,,,
2009-Khiv-2.eaf,Interviewer,882257,883655,"Абдулла Азиз, да?",,,,
2009-Khiv-2.eaf,Interviewer,886842,888478,Абдул Азиз…,,,,
2009-Khiv-2.eaf,Interviewer,889943,891173,Угу…,,,,
2009-Khiv-2.eaf,Interviewer,897239,901839,"А… вот ваш отец Талиб, он… ээ...  какие знал языки?",,,,
2009-Khiv-2.eaf,Interviewer,905653,906069,Да?,,,,
2009-Khiv-2.eaf,Interviewer,913091,914724,Ну а азербайджанский?,,,,
2009-Khiv-2.eaf,Interviewer,921089,921707,Ну…,,,,
2009-Khiv-2.eaf,Interviewer,925585,927102,"Ну говорить же мог, да?",,,,
2009-Khiv-2.eaf,Interviewer,928336,929033,Тоже не мог?,,,,
2009-Khiv-2.eaf,Interviewer,951795,955547,"Значит азербайджанский хорошо не знал, а лезгинский знал хорошо.",,,,
2009-Khiv-2.eaf,Interviewer,957061,958876,А откуда он лезгинский знал?,,,,
2009-Khiv-2.eaf,Interviewer,968768,971663,Угу. Угу. Понятно…,,,,
2009-Khiv-2.eaf,Interviewer,972929,974239,"А русский нет, да?",,,,
2009-Khiv-2.eaf,Interviewer,975013,980428,"Русский не знал… А вот этот дедушка Абдул Азиз, он знал азербайджанский, нет?",,,,
2009-Khiv-2.eaf,Interviewer,982262,982967,Да?,,,,
2009-Khiv-2.eaf,Interviewer,985668,986274,Какой?,,,,
2009-Khiv-2.eaf,Interviewer,987153,988522,"Лезгинский, ага…",,,,
2009-Khiv-2.eaf,Interviewer,989468,990552,Угу.,,,,
2009-Khiv-2.eaf,Interviewer,992512,994195,И свой табасаранский.,,,,
2009-Khiv-2.eaf,Interviewer,1024764,1029042,"То есть вот здесь был путь…ээ... в Дербент, через вас лежал?",,,,
2009-Khiv-2.eaf,Interviewer,1058397,1059146,Ага.,,,,
2009-Khiv-2.eaf,Interviewer,1062136,1065293,Это именно агулы или ещё кто-то через вас вот так шёл?,,,,
2009-Khiv-2.eaf,Interviewer,1071219,1072387,Угу. Понятно.,,,,
2009-Khiv-2.eaf,Interviewer,1083971,1088234,"А где вот, раньше вот в старые времена был здесь рынок крупный?..",,,,
2009-Khiv-2.eaf,Interviewer,1089109,1093968,"Где вот он был? Где люди вот, продавали, покупали… что-то?",,,,
2009-Khiv-2.eaf,Interviewer,1114298,1115110,Угу.,,,,
2009-Khiv-2.eaf,Interviewer,1116940,1117569,Мало.,,,,
2009-Khiv-2.eaf,Interviewer,1123556,1125745,"Агульцы у вас зерно покупали, да?",,,,
2009-Khiv-2.eaf,Interviewer,1127034,1128508,А вы у них мясо…,,,,
2009-Khiv-2.eaf,Interviewer,1130877,1131420,Сыр…,,,,
2009-Khiv-2.eaf,Interviewer,1131865,1132425,Ага.,,,,
2009-Khiv-2.eaf,Interviewer,1135331,1136204,Да.,,,,
2009-Khiv-2.eaf,Interviewer,1138263,1145766,"Это в Хиве было. А было где-то место, где да вот, разные съезжались, вот чтобы торговать, вот рынок такой был крупный,нет? здесь.",,,,
2009-Khiv-2.eaf,Interviewer,1146903,1148109,"Не было такого, да?",,,,
2009-Khiv-2.eaf,Interviewer,1166649,1167266,Ага…,,,,
2009-Khiv-2.eaf,Interviewer,1167794,1171923,"Хасан, а вот, а сюда азербайджанцы в Хив приезжали, нет?",,,,
2009-Khiv-2.eaf,Interviewer,1176598,1178758,"А что они делали, зачем приезжали?",,,,
2009-Khiv-2.eaf,Interviewer,1181981,1182435,Да?,,,,
2009-Khiv-2.eaf,Interviewer,1186959,1189167,"Канатоходцы из Азербайджана были, да?",,,,
2009-Khiv-2.eaf,Interviewer,1237604,1244329,"Угу... А вот …ээ… дедушка ваш Абдул Азиз. Значит, он знал азербайджанский, лезгинский и табасаранский, да?",,,,
2009-Khiv-2.eaf,Interviewer,1244735,1246200,"А писать читать мог он, нет?",,,,
2009-Khiv-2.eaf,Interviewer,1247961,1249529,"Не мог, да? Ага.",,,,
2009-Khiv-2.eaf,Interviewer,1249827,1251907,И ко=… арабский не читал он.,,,,
2009-Khiv-2.eaf,Interviewer,1262066,1263546,"А буквы не знал, да?",,,,
2009-Khiv-2.eaf,Interviewer,1265067,1267780,"Угу, понятно. А русский… не знал?",,,,
2009-Khiv-2.eaf,Interviewer,1271455,1272602,Понятно.,,,,
2009-Khiv-2.eaf,Interviewer,1276528,1279078,"Абдул Азиз? Здесь, да? В Хиве же, да?",,,,
2009-Khiv-2.eaf,Interviewer,1281768,1287620,"А он, какого же года получается? Если ваш отец восьмидесятого, примерно…",,,,
2009-Khiv-2.eaf,Interviewer,1291978,1293134,Значит где-то…,,,,
2009-Khiv-2.eaf,Interviewer,1296653,1297522,Это у кого?,,,,
2009-Khiv-2.eaf,Interviewer,1299448,1301962,У Талиба. А у Абдул Азиза сколько?,,,,
2009-Khiv-2.eaf,Interviewer,1310198,1311464,А тогда не писали…,,,,
2009-Khiv-2.eaf,Interviewer,1331758,1333520,"А умер он когда, Абдул Азиз?",,,,
2009-Khiv-2.eaf,Interviewer,1341321,1344776,"Умер, да? И сколько ему было, не помните, тогда? Старый он был?",,,,
2009-Khiv-2.eaf,Interviewer,1348366,1350569,Ух ты… Около девяноста лет.,,,,
2009-Khiv-2.eaf,Interviewer,1351597,1354504,То есть он где-то шестидесятого примерно года… Примерно.,,,,
2009-Khiv-2.eaf,Interviewer,1355550,1357328,Угу…,,,,
2009-Khiv-2.eaf,Interviewer,1358925,1364114,Понятно. А… а про маму свою скажите что-нибудь тоже.,,,,
2009-Khiv-2.eaf,Interviewer,1368158,1369080,Из Хива?,,,,
2009-Khiv-2.eaf,Interviewer,1375947,1376769,Ага.,,,,
2009-Khiv-2.eaf,Interviewer,1382070,1382973,За=… Как?,,,,
2009-Khiv-2.eaf,Interviewer,1386205,1387042,Зарифа…,,,,
2009-Khiv-2.eaf,Interviewer,1388926,1389976,Угу...,,,,
2009-Khiv-2.eaf,Interviewer,1408172,1413273,"Сейчас. Значит, а мама ваша Зарифа, она в Хиве родилась, да? Тоже.",,,,
2009-Khiv-2.eaf,Interviewer,1414497,1418827,А она… м-м-м… старше… младше отца вашего или нет?,,,,
2009-Khiv-2.eaf,Interviewer,1429213,1430165,Семидесятого?,,,,
2009-Khiv-2.eaf,Interviewer,1434729,1435777,Восьмидесятого.,,,,
2009-Khiv-2.eaf,Interviewer,1497413,1499744,"А умерла в каком она году, Зарифа?",,,,
2009-Khiv-2.eaf,Interviewer,1502829,1505711,Да? Как они долго… что же она?,,,,
2009-Khiv-2.eaf,Interviewer,1511257,1512046,Понятно…,,,,
2009-Khiv-2.eaf,Interviewer,1512392,1514635,"Ну… а она умела читать писать, нет?",,,,
2009-Khiv-2.eaf,Interviewer,1531064,1536663,Угу… Так. А… м-м… Знала она какие-нибудь языки кроме табасаранского?,,,,
2009-Khiv-2.eaf,Interviewer,1538417,1541107,"Лезгинский знала, да? Немножко.",,,,
2009-Khiv-2.eaf,Interviewer,1562415,1565081,"А азербайджанского она не знала, да, Зарифа?",,,,
2009-Khiv-2.eaf,Interviewer,1566442,1567841,И русского тоже конечно.,,,,
2009-Khiv-2.eaf,Interviewer,1571190,1572583,"Понятно, понятно.",,,,
2009-Khiv-2.eaf,Interviewer,1573592,1574243,Угу…,,,,
2009-Khiv-2.eaf,Interviewer,1577119,1577627,Угу.,,,,
2009-Khiv-2.eaf,other5,1389624,1393118,Ну сейчас Зарифа называют это имя… Зарифа называют.,,,,
2009-Khiv-2.eaf,other4,3710,4676,В Ташкенте был.,,,,
2009-Khiv-2.eaf,other4,101585,102773,#Говорит на другом языке#,,,,
2009-Khiv-2.eaf,other4,105840,107067,Тридцать шестой…,,,,
2009-Khiv-2.eaf,other4,107589,109310,Тридцать шестой тебе шестнадцать лет…,,,,
2009-Khiv-2.eaf,other4,149190,150784,"Да, да, хивский он.",,,,
2009-Khiv-2.eaf,other4,170352,172511,Все языки он знал. Много языки.,,,,
2009-Khiv-2.eaf,other4,449042,451691,"Нет, после семи… он Тыниц поехал.",,,,
2009-Khiv-2.eaf,other4,630862,631976,Сорок шестой…,,,,
2009-Khiv-2.eaf,other4,632532,633584,Пятьдесят шестой…,,,,
2009-Khiv-2.eaf,other4,735982,737780,"Читать, писать не умели же.",,,,
2009-Khiv-2.eaf,other4,755108,756270,В шестьдесят седьмом.,,,,
2009-Khiv-2.eaf,other4,756988,758740,Он умер в шестьдесят седьмом году.,,,,
2009-Khiv-2.eaf,other4,765778,766952,Шестьдесят седьмой год.,,,,
2009-Khiv-2.eaf,other4,768779,769409,#Говорит на другом языке#,,,,
2009-Khiv-2.eaf,other4,779669,782633,"Бабушка я знаю точно, сто пять лет она прожила.",,,,
2009-Khiv-2.eaf,other4,885183,886449,"Абдул, Азиз.",,,,
2009-Khiv-2.eaf,other4,909816,912077,Арабский…  #Говорит на другом языке#,,,,
2009-Khiv-2.eaf,other4,929341,937442,"Кто не выходил из селения, не могли разговаривать. А кто <нрзб> пошли, все знали уже.",,,,
2009-Khiv-2.eaf,other4,991201,992832,И свой табасаранский.,,,,
2009-Khiv-2.eaf,other4,1045165,1046152,"Тут ближе, да.",,,,
2009-Khiv-2.eaf,other4,1047174,1048724,"И легче, да.",,,,
2009-Khiv-2.eaf,other4,1074931,1079444,Там есть Дахадаевский район и Кулишский район… Так всегда они едут.,,,,
2009-Khiv-2.eaf,other4,1079648,1083817,"Там, дальше едут. Они далеко ещё дальше… им ближе туда.",,,,
2009-Khiv-2.eaf,other4,1113482,1114889,"Не выращивали, да.",,,,
2009-Khiv-2.eaf,other4,1155863,1158037,#Говорит на другом языке#,,,,
2009-Khiv-2.eaf,other4,1178269,1181899,"Канатоходцы приезжали, да? Я помню, в детстве было.",,,,
2009-Khiv-2.eaf,other4,1182199,1184142,"Приезжали, сейчас не едут, да.",,,,
2009-Khiv-2.eaf,other4,1186916,1188153,В Советском Союзе.,,,,
2009-Khiv-2.eaf,other4,1189230,1191778,Да. Приезжали…,,,,
2009-Khiv-2.eaf,other4,1279078,1280293,"Да, хивский.",,,,
2009-Khiv-2.eaf,other4,1287620,1288555,"Он, он…",,,,
2009-Khiv-2.eaf,other4,1292199,1297529,"Восемьдесят шестой год рождения. Тысяча девя=, восемьсот восемьдесят шестой год рождения.",,,,
2009-Khiv-2.eaf,other4,1299273,1299847,Его отца.,,,,
2009-Khiv-2.eaf,other4,1302687,1303434,Не знаем.,,,,
2009-Khiv-2.eaf,other4,1304695,1311071,"Ну вот у нас кладбища такие, ну могилы всё. А сейчас пишут имя отчество год рождения, когда родился, когда умер.",,,,
2009-Khiv-2.eaf,other4,1311333,1314002,"А тогда вот такой кусок камень был, положил и всё.",,,,
2009-Khiv-2.eaf,other4,1316792,1317938,Ну тогда более…,,,,
2009-Khiv-2.eaf,other4,1321901,1322550,Ну да…,,,,
2009-Khiv-2.eaf,other4,1326081,1332128,"Ну… У кого есть возможность, было, да, а так… Такой маленький кусок камень поставили..",,,,
2009-Khiv-2.eaf,other4,1419606,1421727,Мать старше. Старше.,,,,
2009-Khiv-2.eaf,other4,1422618,1425513,Тысяча восемьсот семидесятого года рождения…,,,,
2009-Khiv-2.eaf,other4,1427441,1430011,"Зарифа семидесятого года рождения, ты что.",,,,
2009-Khiv-2.eaf,other4,1430450,1430957,Да…,,,,
2009-Khiv-2.eaf,other4,1431858,1432519,А…,,,,
2009-Khiv-2.eaf,other4,1433024,1433792,отец…,,,,
2009-Khiv-2.eaf,other4,1434991,1439311,Восемьсот восемьдесят восьмо=… восемьдесят шестой.,,,,
2009-Khiv-2.eaf,other4,1442527,1444360,"Не, на… на могиле написано.",,,,
2009-Khiv-2.eaf,other4,1496191,1497393,"Приданое, да…",,,,
2009-Khiv-2.eaf,other4,1500514,1503469,Одна тысяча девятьсот семьдесят пятом умерла.,,,,
2009-Khiv-2.eaf,other4,1506458,1507649,Сто пять лет жила.,,,,
2009-Khiv-2.eaf,other4,1507982,1508200,Да.,,,,
2009-Khiv-2.eaf,other1,45214,46474,Это в каком году было?,,,,
2009-Khiv-2.eaf,other1,274167,275629,Это сколько километров отсюда?,,,,
2009-Khiv-2.eaf,other1,276242,276899,Тыниц.,,,,
2009-Khiv-2.eaf,other1,278774,279899,"Тридцать километров, да?",,,,
2009-Khiv-2.eaf,other1,399663,400822,"Ну класс, класс учил.",,,,
2009-Khiv-2.eaf,other1,589584,590937,А агульский как вы знаете?,,,,
2009-Khiv-2.eaf,other1,591225,592249,Агульский откуда?,,,,
2009-Khiv-2.eaf,other1,594596,595701,"А, понятно.",,,,
2009-Khiv-2.eaf,other1,596528,597002,Угу.,,,,
2009-Khiv-2.eaf,other1,597285,597703,Угу.,,,,
2009-Khiv-2.eaf,other1,604717,605238,Понятно.,,,,
2009-Khiv-2.eaf,other1,622470,623833,"Сорок четвёртый, сорок четвёртый.",,,,
2009-Khiv-2.eaf,other1,662777,663340,Родня.,,,,
2009-Khiv-2.eaf,other1,758606,760123,А сколько лет ему было примерно?,,,,
2009-Khiv-2.eaf,other1,761287,761963,Примерно.,,,,
2009-Khiv-2.eaf,other1,824249,824746,Телеги.,,,,
2009-Khiv-2.eaf,other1,1273245,1276432,А он в каком селении жил? Здесь он?.. Нинк?,,,,
2009-Khiv-2.eaf,other1,1385214,1386205,Зарифа.,,,,
2009-Khiv-2.eaf,other1,1387042,1388377,Наверно Зарипат.,,,,
2009-Khiv-2.eaf,other1,1394035,1397747,"Это наверно как у аварцев Зарипат, да? Есть же аварское имя Зарипат.",,,,
2009-Khiv-2.eaf,other1,1441018,1442527,"А, так на паспортах написано.",,,,
2009-Khiv-2.eaf,other1,1505711,1506458,Сто пять лет.,,,,
2009-Khiv-2.eaf,other1,1507370,1507898,Уа!,,,,
2009-Khiv-2.eaf,other1,1556709,1557930,"Какое, какое селение?",,,,
2009-Khiv-2.eaf,other1,1558485,1560749,"Куг, а, Куг, уже да, вспомнил.",,,,
2009-Khiv-2.eaf,arhit.хив.26,969,1648,Потом,,,,
2009-Khiv-2.eaf,arhit.хив.26,1804,2796,в Баку был…,,,,
2009-Khiv-2.eaf,arhit.хив.26,4885,5798,В Ташкенте,,,,
2009-Khiv-2.eaf,arhit.хив.26,6033,6634,был…,,,,
2009-Khiv-2.eaf,arhit.хив.26,11776,14621,"Русский я, учился на русском языке здесь.",,,,
2009-Khiv-2.eaf,arhit.хив.26,18172,21487,В школе на ру= на русском языке учился здесь тоже.,,,,
2009-Khiv-2.eaf,arhit.хив.26,23445,25924,Это вот когда мне было…,,,,
2009-Khiv-2.eaf,arhit.хив.26,26577,27961,вот десять лет…,,,,
2009-Khiv-2.eaf,arhit.хив.26,29969,31065,Тогда нам…,,,,
2009-Khiv-2.eaf,arhit.хив.26,31326,34110,преподавали на азербайджанском языке.,,,,
2009-Khiv-2.eaf,arhit.хив.26,35007,37366,Да. Я азербайджанский язык знаю.,,,,
2009-Khiv-2.eaf,arhit.хив.26,39889,42682,Здесь азербайджанском языке преподавали…,,,,
2009-Khiv-2.eaf,arhit.хив.26,44117,45109,"Школа, да.",,,,
2009-Khiv-2.eaf,arhit.хив.26,46623,47413,Это…,,,,
2009-Khiv-2.eaf,arhit.хив.26,47772,50977,"Тридцать шестой, тридцать седьмой, вот мой годы.",,,,
2009-Khiv-2.eaf,arhit.хив.26,53439,55136,Я двадцатого года рождения.,,,,
2009-Khiv-2.eaf,arhit.хив.26,56676,57224,Да…,,,,
2009-Khiv-2.eaf,arhit.хив.26,59364,61296,Я по= я пошёл в школу вот…,,,,
2009-Khiv-2.eaf,arhit.хив.26,61896,62993,в семь восемь лет.,,,,
2009-Khiv-2.eaf,arhit.хив.26,64220,65864,И отучился я здесь,,,,
2009-Khiv-2.eaf,arhit.хив.26,66820,70087,"на табасаранском (произносит ""сабатаранском"") языке, тоже у нас был учитель,",,,,
2009-Khiv-2.eaf,arhit.хив.26,70527,72067,Чабуду Тимирхан.,,,,
2009-Khiv-2.eaf,arhit.хив.26,72694,73515,Это наш…,,,,
2009-Khiv-2.eaf,arhit.хив.26,80055,82600,Основатель табасаранского языка.,,,,
2009-Khiv-2.eaf,arhit.хив.26,90224,91686,Школа здесь открыли…,,,,
2009-Khiv-2.eaf,arhit.хив.26,92443,95290,ещё какого-то тридцать шестом году я…,,,,
2009-Khiv-2.eaf,arhit.хив.26,96306,98993,Дербенте сельхозтехникуме учился.,,,,
2009-Khiv-2.eaf,arhit.хив.26,103125,105033,#Говорит на другом языке#,,,,
2009-Khiv-2.eaf,arhit.хив.26,106441,108034,Тридцать шестой год…,,,,
